Id,Season,City,Date,Team1,Team2,Toss_Winner,Toss_Decision,Result,DL_Applied,Winner,Win_By_Runs,Win_By_Wickets,Player_Of_Match,Venue,Umpire1,Umpire2,Umpire3
770127,2014/15,Dharmasala,17-10-14,India,West Indies,West Indies,Field,Normal,No,India,59,0,V Kohli,Himachal Pradesh Cricket Association Stadium,IJ Gould,VA Kulkarni,AK Chaudhary
792289,2014/15,Cuttack,02-11-14,India,Sri Lanka,Sri Lanka,Field,Normal,No,India,169,0,AM Rahane,Barabati Stadium,VA Kulkarni,BNJ Oxenford,C Shamshuddin
792291,2014/15,Ahmedabad,06-11-14,India,Sri Lanka,Sri Lanka,Bat,Normal,No,India,0,6,AT Rayudu,Sardar Patel Stadium,VA Kulkarni,BNJ Oxenford,C Shamshuddin
792293,2014/15,Hyderabad,09-11-14,India,Sri Lanka,Sri Lanka,Bat,Normal,No,India,0,6,DPMD Jayawardene,Rajiv Gandhi International Stadium,VA Kulkarni,BNJ Oxenford,AK Chaudhary
792295,2014/15,Kolkata,13-11-14,India,Sri Lanka,India,Bat,Normal,No,India,153,0,RG Sharma,Eden Gardens,BNJ Oxenford,S Ravi,AK Chaudhary
792297,2014/15,Ranchi,16-11-14,India,Sri Lanka,Sri Lanka,Bat,Normal,No,India,0,3,AD Mathews,JSCA International Stadium Complex,BNJ Oxenford,S Ravi,AK Chaudhary
800469,2015/16,Bloemfontein,03-02-16,South Africa,England,England,Bat,D/L,Yes,England,39,0,Q de Kock,Mangaung Oval,CB Gaffaney,S George,HDPK Dharmasena
800471,2015/16,Port Elizabeth,06-02-16,South Africa,England,South Africa,Bat,Normal,No,England,0,5,AD Hales,St George's Park,JD Cloete,HDPK Dharmasena,CB Gaffaney
800473,2015/16,Centurion,09-02-16,South Africa,England,England,Bat,Normal,No,South Africa,0,7,Q de Kock,SuperSport Park,JD Cloete,CB Gaffaney,HDPK Dharmasena
800475,2015/16,Johannesburg,12-02-16,South Africa,England,South Africa,Field,Normal,No,South Africa,0,1,CH Morris,New Wanderers Stadium,HDPK Dharmasena,S George,CB Gaffaney
800477,2015/16,Cape Town,14-02-16,South Africa,England,South Africa,Field,Normal,No,South Africa,0,5,AB de Villiers,Newlands,JD Cloete,CB Gaffaney,HDPK Dharmasena
803795,2014/15,Dubai,28-11-14,United Arab Emirates,Afghanistan,Afghanistan,Bat,Normal,No,United Arab Emirates,0,5,Amjad Ali,ICC Academy,JD Cloete,RA Kettleborough,NA
803797,2014/15,Dubai,30-11-14,United Arab Emirates,Afghanistan,United Arab Emirates,Field,Normal,No,United Arab Emirates,0,6,Khurram Khan,ICC Academy,JD Cloete,RA Kettleborough,NA
810829,2014/15,NA,12-01-15,Ireland,Scotland,Ireland,Field,Normal,No,Ireland,0,3,NJ O'Brien,Dubai International Cricket Stadium,Ahmed Shahab,Sharfuddoula,NA
810833,2014/15,NA,17-01-15,Afghanistan,Ireland,Ireland,Field,Normal,No,Afghanistan,71,0,Najibullah Zadran,Dubai International Cricket Stadium,Ahmed Shahab,VA Kulkarni,NA
812623,2014/15,Dubai,08-01-15,Afghanistan,Scotland,Afghanistan,Field,Normal,No,Afghanistan,0,8,Javed Ahmadi,ICC Academy,VA Kulkarni,Sharfuddoula,NA
812645,2014/15,Abu Dhabi,14-01-15,Afghanistan,Scotland,Scotland,Bat,Normal,No,Scotland,150,0,JH Davey,Sheikh Zayed Stadium,VA Kulkarni,Sharfuddoula,NA
817207,2015,Mirpur,10-07-15,Bangladesh,South Africa,Bangladesh,Bat,Normal,No,South Africa,0,8,K Rabada,Shere Bangla National Stadium,MA Gough,Sharfuddoula,RK Illingworth
817209,2015,Mirpur,12-07-15,Bangladesh,South Africa,South Africa,Bat,Normal,No,Bangladesh,0,7,Soumya Sarkar,Shere Bangla National Stadium,Enamul Haque,RK Illingworth,MA Gough
817211,2015,Chittagong,15-07-15,Bangladesh,South Africa,South Africa,Bat,D/L,Yes,Bangladesh,0,9,Soumya Sarkar,Zahur Ahmed Chowdhury Stadium,MA Gough,Sharfuddoula,RK Illingworth
848843,2015,Centurion,19-08-15,South Africa,New Zealand,New Zealand,Field,Normal,No,South Africa,20,0,HM Amla,SuperSport Park,JD Cloete,IJ Gould,AT Holdstock
848845,2015,Potchefstroom,23-08-15,South Africa,New Zealand,South Africa,Bat,Normal,No,New Zealand,0,8,MJ Guptill,Senwes Park,S George,IJ Gould,JD Cloete
848847,2015,Durban,26-08-15,South Africa,New Zealand,South Africa,Bat,Normal,No,South Africa,62,0,AB de Villiers,Kingsmead,JD Cloete,IJ Gould,S George
858485,2015,Mirpur,17-04-15,Bangladesh,Pakistan,Bangladesh,Bat,Normal,No,Bangladesh,79,0,Mushfiqur Rahim,Shere Bangla National Stadium,RSA Palliyaguruge,Sharfuddoula,NJ Llong
858487,2015,Mirpur,19-04-15,Bangladesh,Pakistan,Pakistan,Bat,Normal,No,Bangladesh,0,7,Tamim Iqbal,Shere Bangla National Stadium,Enamul Haque,NJ Llong,RSA Palliyaguruge
858489,2015,Mirpur,22-04-15,Bangladesh,Pakistan,Pakistan,Bat,Normal,No,Bangladesh,0,8,Soumya Sarkar,Shere Bangla National Stadium,RSA Palliyaguruge,Sharfuddoula,NJ Llong
860269,2015,NA,11-07-15,Sri Lanka,Pakistan,Pakistan,Field,Normal,No,Pakistan,0,6,Mohammad Hafeez,Rangiri Dambulla International Stadium,IJ Gould,REJ Martinesz,RJ Tucker
860271,2015,NA,15-07-15,Sri Lanka,Pakistan,Pakistan,Bat,Normal,No,Sri Lanka,0,2,MDKJ Perera,Pallekele International Cricket Stadium,REJ Martinesz,RJ Tucker,IJ Gould
860273,2015,Colombo,19-07-15,Sri Lanka,Pakistan,Pakistan,Bat,Normal,No,Pakistan,135,0,Sarfraz Ahmed,R Premadasa Stadium,IJ Gould,RR Wimalasiri,RJ Tucker
860275,2015,Colombo,22-07-15,Sri Lanka,Pakistan,Sri Lanka,Bat,Normal,No,Pakistan,0,7,Ahmed Shehzad,R Premadasa Stadium,RJ Tucker,RR Wimalasiri,IJ Gould
860277,2015,Hambantota,26-07-15,Sri Lanka,Pakistan,Sri Lanka,Bat,Normal,No,Sri Lanka,165,0,MDKJ Perera,Mahinda Rajapaksa International Cricket Stadium,IJ Gould,REJ Martinesz,RJ Tucker
868727,2015,Lahore,26-05-15,Pakistan,Zimbabwe,Pakistan,Bat,Normal,No,Pakistan,41,0,Shoaib Malik,Gaddafi Stadium,Aleem Dar,RB Tiffin,Ahmed Shahab
868729,2015,Lahore,29-05-15,Pakistan,Zimbabwe,Pakistan,Field,Normal,No,Pakistan,0,6,Azhar Ali,Gaddafi Stadium,Shozab Raza,RB Tiffin,Ahmed Shahab
868731,2015,Lahore,31-05-15,Pakistan,Zimbabwe,Pakistan,Bat,Normal,No,NA,0,0,NA,Gaddafi Stadium,Ahsan Raza,RB Tiffin,Ahmed Shahab
870731,2015,Mirpur,18-06-15,Bangladesh,India,Bangladesh,Bat,Normal,No,Bangladesh,79,0,Mustafizur Rahman,Shere Bangla National Stadium,Enamul Haque,RJ Tucker,Anisur Rahman
870733,2015,Mirpur,21-06-15,Bangladesh,India,India,Bat,D/L,Yes,Bangladesh,0,6,Mustafizur Rahman,Shere Bangla National Stadium,Sharfuddoula,RJ Tucker,Anisur Rahman
870735,2015,Mirpur,24-06-15,Bangladesh,India,Bangladesh,Field,Normal,No,India,77,0,SK Raina,Shere Bangla National Stadium,Enamul Haque,RJ Tucker,Sharfuddoula
885959,2015,NA,10-07-15,Zimbabwe,India,Zimbabwe,Field,Normal,No,India,4,0,AT Rayudu,Harare Sports Club,SD Fry,RB Tiffin,L Rusere
885965,2015,NA,12-07-15,Zimbabwe,India,Zimbabwe,Field,Normal,No,India,62,0,M Vijay,Harare Sports Club,SD Fry,TJ Matibiri,L Rusere
885967,2015,NA,14-07-15,Zimbabwe,India,Zimbabwe,Field,Normal,No,India,83,0,KM Jadhav,Harare Sports Club,SD Fry,TJ Matibiri,RB Tiffin
894287,2015,NA,02-08-15,Zimbabwe,New Zealand,Zimbabwe,Field,Normal,No,Zimbabwe,0,7,CR Ervine,Harare Sports Club,RK Illingworth,RB Tiffin,L Rusere
894289,2015,NA,04-08-15,Zimbabwe,New Zealand,Zimbabwe,Bat,Normal,No,New Zealand,0,10,TWM Latham,Harare Sports Club,RK Illingworth,TJ Matibiri,L Rusere
894291,2015,NA,07-08-15,Zimbabwe,New Zealand,Zimbabwe,Field,Normal,No,New Zealand,38,0,KS Williamson,Harare Sports Club,RK Illingworth,TJ Matibiri,RB Tiffin
895807,2015/16,Perth,12-01-16,Australia,India,India,Bat,Normal,No,Australia,0,5,SPD Smith,Western Australia Cricket Association Ground,SD Fry,RA Kettleborough,MD Martell
895809,2015/16,Brisbane,15-01-16,Australia,India,India,Bat,Normal,No,Australia,0,7,RG Sharma,Brisbane Cricket Ground,RA Kettleborough,MD Martell,SD Fry
895811,2015/16,NA,17-01-16,Australia,India,Australia,Field,Normal,No,Australia,0,3,GJ Maxwell,Melbourne Cricket Ground,SD Fry,RA Kettleborough,MD Martell
895813,2015/16,Canberra,20-01-16,Australia,India,Australia,Bat,Normal,No,Australia,25,0,KW Richardson,Manuka Oval,RA Kettleborough,JD Ward,P Wilson
895815,2015/16,NA,23-01-16,Australia,India,India,Field,Normal,No,India,0,6,MK Pandey,Sydney Cricket Ground,RA Kettleborough,P Wilson,JD Ward
902641,2015/16,Abu Dhabi,11-11-15,England,Pakistan,England,Bat,Normal,No,Pakistan,0,6,Mohammad Hafeez,Sheikh Zayed Stadium,Ahsan Raza,JD Cloete,CB Gaffaney
902643,2015/16,Abu Dhabi,13-11-15,England,Pakistan,England,Bat,Normal,No,England,95,0,AD Hales,Sheikh Zayed Stadium,CB Gaffaney,Shozab Raza,JD Cloete
902645,2015/16,NA,17-11-15,England,Pakistan,Pakistan,Bat,Normal,No,England,0,6,JWA Taylor,Sharjah Cricket Stadium,JD Cloete,Shozab Raza,CB Gaffaney
902647,2015/16,NA,20-11-15,England,Pakistan,England,Bat,Normal,No,England,84,0,JC Buttler,Dubai International Cricket Stadium,Ahsan Raza,CB Gaffaney,JD Cloete
903593,2015/16,Kanpur,11-10-15,India,South Africa,South Africa,Bat,Normal,No,South Africa,5,0,AB de Villiers,Green Park,Aleem Dar,VA Kulkarni,C Shamshuddin
903595,2015/16,Indore,14-10-15,India,South Africa,India,Bat,Normal,No,India,22,0,MS Dhoni,Holkar Cricket Stadium,Aleem Dar,VA Kulkarni,CK Nandan
903597,2015/16,Rajkot,18-10-15,India,South Africa,South Africa,Bat,Normal,No,South Africa,18,0,M Morkel,Saurashtra Cricket Association Stadium,Aleem Dar,C Shamshuddin,CK Nandan
903599,2015/16,Chennai,22-10-15,India,South Africa,India,Bat,Normal,No,India,35,0,V Kohli,MA Chidambaram Stadium,S Ravi,C Shamshuddin,AK Chaudhary
903601,2015/16,Mumbai,25-10-15,India,South Africa,South Africa,Bat,Normal,No,South Africa,214,0,Q de Kock,Wankhede Stadium,AK Chaudhary,HDPK Dharmasena,VA Kulkarni
911049,2015/16,Dubai,16-11-15,United Arab Emirates,Hong Kong,Hong Kong,Bat,Normal,No,Hong Kong,89,0,MS Chapman,ICC Academy,VA Kulkarni,Sarika Prasad,NA
913621,2016,Dublin,18-06-16,Ireland,Sri Lanka,Ireland,Field,Normal,No,Sri Lanka,136,0,NA,The Village,M Hawthorne,BNJ Oxenford,PR Reiffel
913623,2016,Nottingham,21-06-16,England,Sri Lanka,England,Field,Normal,No,NA,0,0,CR Woakes,Trent Bridge,RJ Bailey,PR Reiffel,BNJ Oxenford
913625,2016,Birmingham,24-06-16,England,Sri Lanka,Sri Lanka,Bat,Normal,No,England,0,10,JJ Roy,Edgbaston,MA Gough,BNJ Oxenford,PR Reiffel
913627,2016,Bristol,26-06-16,England,Sri Lanka,England,Field,Normal,No,NA,0,0,NA,County Ground,PR Reiffel,RT Robinson,BNJ Oxenford
913629,2016,London,29-06-16,England,Sri Lanka,England,Field,D/L,Yes,England,0,6,JJ Roy,Kennington Oval,RJ Bailey,BNJ Oxenford,PR Reiffel
913631,2016,Cardiff,02-07-16,England,Sri Lanka,Sri Lanka,Field,Normal,No,England,122,0,JC Buttler,Sophia Gardens,MA Gough,PR Reiffel,BNJ Oxenford
913649,2016,Dublin,18-08-16,Ireland,Pakistan,Ireland,Field,Normal,No,Pakistan,255,0,NA,The Village,SD Fry,M Hawthorne,M Erasmus
913653,2016,Southampton,24-08-16,England,Pakistan,Pakistan,Bat,D/L,Yes,England,44,0,JJ Roy,The Rose Bowl,RJ Bailey,SD Fry,M Erasmus
913655,2016,London,27-08-16,England,Pakistan,Pakistan,Bat,Normal,No,England,0,4,JE Root,Lord's,M Erasmus,RT Robinson,SD Fry
913657,2016,Nottingham,30-08-16,England,Pakistan,England,Bat,Normal,No,England,169,0,AD Hales,Trent Bridge,SD Fry,RA Kettleborough,M Erasmus
913659,2016,Leeds,01-09-16,England,Pakistan,Pakistan,Bat,Normal,No,England,0,4,JM Bairstow,Headingley,M Erasmus,RT Robinson,SD Fry
913661,2016,Cardiff,04-09-16,England,Pakistan,Pakistan,Field,Normal,No,Pakistan,0,4,Sarfraz Ahmed,Sophia Gardens,RJ Bailey,SD Fry,M Erasmus
914207,2015/16,Christchurch,26-12-15,New Zealand,Sri Lanka,Sri Lanka,Bat,Normal,No,New Zealand,0,7,MJ Henry,Hagley Oval,MA Gough,PD Jones,RK Illingworth
914209,2015/16,Christchurch,28-12-15,New Zealand,Sri Lanka,Sri Lanka,Bat,Normal,No,New Zealand,0,10,MJ Guptill,Hagley Oval,RK Illingworth,DJ Walker,MA Gough
914211,2015/16,Nelson,31-12-15,New Zealand,Sri Lanka,New Zealand,Bat,Normal,No,Sri Lanka,0,8,MD Gunathilaka,Saxton Oval,BF Bowden,MA Gough,RK Illingworth
914213,2015/16,Nelson,02-01-16,New Zealand,Sri Lanka,Sri Lanka,Field,Normal,No,NA,0,0,NA,Saxton Oval,BF Bowden,RK Illingworth,MA Gough
914215,2015/16,Mount Maunganui,05-01-16,New Zealand,Sri Lanka,Sri Lanka,Field,Normal,No,New Zealand,36,0,MJ Henry,Bay Oval,BF Bowden,MA Gough,RK Illingworth
914227,2015/16,Wellington,25-01-16,New Zealand,Pakistan,Pakistan,Field,Normal,No,New Zealand,70,0,HM Nicholls,Basin Reserve,NJ Llong,DJ Walker,BNJ Oxenford
914231,2015/16,Auckland,03-02-16,New Zealand,Australia,Australia,Field,Normal,No,New Zealand,159,0,MJ Guptill,Eden Park,IJ Gould,DJ Walker,NA
914233,2015/16,Wellington,06-02-16,New Zealand,Australia,New Zealand,Bat,Normal,No,Australia,0,4,MR Marsh,Westpac Stadium,BF Bowden,S Ravi,IJ Gould
914235,2015/16,Hamilton,08-02-16,New Zealand,Australia,Australia,Field,Normal,No,New Zealand,55,0,IS Sodhi,Seddon Park,IJ Gould,DJ Walker,S Ravi
914265,2015/16,Auckland,31-01-16,New Zealand,Pakistan,Pakistan,Bat,D/L,Yes,New Zealand,0,3,MJ Guptill,Eden Park,BF Bowden,NJ Llong,BNJ Oxenford
915777,2015/16,Colombo,01-11-15,Sri Lanka,West Indies,Sri Lanka,Field,D/L,Yes,Sri Lanka,0,1,TM Dilshan,R Premadasa Stadium,MA Gough,RSA Palliyaguruge,RJ Tucker
915779,2015/16,Colombo,04-11-15,Sri Lanka,West Indies,West Indies,Bat,D/L,Yes,Sri Lanka,0,8,MDKJ Perera,R Premadasa Stadium,REJ Martinesz,RJ Tucker,MA Gough
915781,2015/16,NA,07-11-15,Sri Lanka,West Indies,Sri Lanka,Field,D/L,Yes,Sri Lanka,19,0,MN Samuels,Pallekele International Cricket Stadium,MA Gough,RR Wimalasiri,RJ Tucker
919607,2015/16,NA,01-10-15,Zimbabwe,Pakistan,Zimbabwe,Field,Normal,No,Pakistan,131,0,Yasir Shah,Harare Sports Club,RSA Palliyaguruge,RB Tiffin,L Rusere
919609,2015/16,NA,03-10-15,Zimbabwe,Pakistan,Pakistan,Field,D/L,Yes,Zimbabwe,5,0,E Chigumbura,Harare Sports Club,TJ Matibiri,RSA Palliyaguruge,L Rusere
919611,2015/16,NA,05-10-15,Zimbabwe,Pakistan,Pakistan,Field,Normal,No,Pakistan,0,7,Bilal Asif,Harare Sports Club,TJ Matibiri,RSA Palliyaguruge,RB Tiffin
919613,2015/16,NA,09-10-15,Zimbabwe,Ireland,Zimbabwe,Field,Normal,No,Zimbabwe,0,2,Sikandar Raza,Harare Sports Club,JD Cloete,RB Tiffin,NA
919615,2015/16,NA,11-10-15,Zimbabwe,Ireland,Zimbabwe,Field,Normal,No,Zimbabwe,0,5,CR Ervine,Harare Sports Club,JD Cloete,TJ Matibiri,NA
919617,2015/16,NA,13-10-15,Zimbabwe,Ireland,Ireland,Field,Normal,No,Ireland,0,2,TJ Murtagh,Harare Sports Club,JD Cloete,RB Tiffin,NA
924627,2015/16,Bulawayo,16-10-15,Zimbabwe,Afghanistan,Afghanistan,Bat,Normal,No,Zimbabwe,0,8,WP Masakadza,Queens Sports Club,NJ Llong,RB Tiffin,NA
924629,2015/16,Bulawayo,18-10-15,Zimbabwe,Afghanistan,Afghanistan,Bat,Normal,No,Afghanistan,58,0,Mohammad Nabi,Queens Sports Club,NJ Llong,RB Tiffin,NA
924633,2015/16,Bulawayo,22-10-15,Zimbabwe,Afghanistan,Zimbabwe,Bat,Normal,No,Afghanistan,0,3,Mohammad Shahzad,Queens Sports Club,NJ Llong,TJ Matibiri,NA
931390,2015/16,Mirpur,07-11-15,Bangladesh,Zimbabwe,Zimbabwe,Field,Normal,No,Bangladesh,145,0,Mushfiqur Rahim,Shere Bangla National Stadium,Aleem Dar,Sharfuddoula,Enamul Haque
931392,2015/16,Mirpur,09-11-15,Bangladesh,Zimbabwe,Zimbabwe,Field,Normal,No,Bangladesh,58,0,Imrul Kayes,Shere Bangla National Stadium,Aleem Dar,Enamul Haque,Anisur Rahman
931394,2015/16,Mirpur,11-11-15,Bangladesh,Zimbabwe,Bangladesh,Bat,Normal,No,Bangladesh,61,0,Tamim Iqbal,Shere Bangla National Stadium,Aleem Dar,Sharfuddoula,Enamul Haque
932849,2016,Guyana,03-06-16,West Indies,South Africa,South Africa,Bat,Normal,No,West Indies,0,4,SP Narine,Providence Stadium,RK Illingworth,JS Wilson,NJ Llong
932851,2016,Guyana,05-06-16,West Indies,Australia,Australia,Field,Normal,No,Australia,0,6,NM Lyon,Providence Stadium,GO Brathwaite,NJ Llong,RK Illingworth
932853,2016,Guyana,07-06-16,Australia,South Africa,South Africa,Bat,Normal,No,South Africa,47,0,F Behardien,Providence Stadium,RK Illingworth,JS Wilson,NJ Llong
932855,2016,St Kitts,11-06-16,Australia,South Africa,Australia,Bat,Normal,No,Australia,36,0,DA Warner,Warner Park,NJ Llong,JS Wilson,RK Illingworth
932857,2016,St Kitts,13-06-16,West Indies,Australia,West Indies,Field,Normal,No,West Indies,0,4,MN Samuels,Warner Park,GO Brathwaite,RK Illingworth,NJ Llong
932859,2016,St Kitts,15-06-16,West Indies,South Africa,West Indies,Field,Normal,No,South Africa,139,0,Imran Tahir,Warner Park,GO Brathwaite,NJ Llong,RK Illingworth
932861,2016,Barbados,19-06-16,Australia,South Africa,Australia,Field,Normal,No,NA,0,0,NA,Kensington Oval,HDPK Dharmasena,JS Wilson,RA Kettleborough
932863,2016,Barbados,21-06-16,West Indies,Australia,Australia,Field,Normal,No,Australia,0,6,MN Samuels,Kensington Oval,GO Brathwaite,RA Kettleborough,HDPK Dharmasena
932865,2016,Barbados,24-06-16,West Indies,South Africa,South Africa,Field,Normal,No,West Indies,100,0,DM Bravo,Kensington Oval,GO Brathwaite,HDPK Dharmasena,RA Kettleborough
932867,2016,Barbados,26-06-16,West Indies,Australia,Australia,Bat,Normal,No,Australia,58,0,MR Marsh,Kensington Oval,RA Kettleborough,JS Wilson,HDPK Dharmasena
936131,2016/17,Benoni,25-09-16,South Africa,Ireland,Ireland,Field,Normal,No,South Africa,206,0,T Bavuma,Willowmoore Park,S George,JS Wilson,NJ Llong
936133,2016/17,Benoni,27-09-16,Australia,Ireland,Ireland,Bat,Normal,No,Australia,0,9,UT Khawaja,Willowmoore Park,BP Jele,NJ Llong,JS Wilson
936135,2016/17,Centurion,30-09-16,South Africa,Australia,South Africa,Field,Normal,No,South Africa,0,6,Q de Kock,SuperSport Park,BP Jele,JS Wilson,NJ Llong
936137,2016/17,Johannesburg,02-10-16,South Africa,Australia,Australia,Field,Normal,No,South Africa,142,0,F du Plessis,New Wanderers Stadium,S George,NJ Llong,JS Wilson
936139,2016/17,Durban,05-10-16,South Africa,Australia,Australia,Bat,Normal,No,South Africa,0,4,DA Miller,Kingsmead,AT Holdstock,JS Wilson,NJ Llong
936141,2016/17,Port Elizabeth,09-10-16,South Africa,Australia,Australia,Bat,Normal,No,South Africa,0,6,KJ Abbott,St George's Park,AT Holdstock,NJ Llong,JS Wilson
936143,2016/17,Cape Town,12-10-16,South Africa,Australia,South Africa,Bat,Normal,No,South Africa,31,0,DA Warner,Newlands,S George,JS Wilson,NJ Llong
936159,2016/17,Port Elizabeth,28-01-17,South Africa,Sri Lanka,South Africa,Field,Normal,No,South Africa,0,8,Imran Tahir,St George's Park,BP Jele,RA Kettleborough,RK Illingworth
936161,2016/17,Durban,01-02-17,South Africa,Sri Lanka,Sri Lanka,Field,Normal,No,South Africa,121,0,F du Plessis,Kingsmead,S George,RK Illingworth,RA Kettleborough
936163,2016/17,Johannesburg,04-02-17,South Africa,Sri Lanka,South Africa,Field,Normal,No,South Africa,0,7,D Pretorius,New Wanderers Stadium,AT Holdstock,RA Kettleborough,RK Illingworth
936165,2016/17,Cape Town,07-02-17,South Africa,Sri Lanka,South Africa,Bat,Normal,No,South Africa,40,0,F du Plessis,Newlands,AT Holdstock,RK Illingworth,RA Kettleborough
936167,2016/17,Centurion,10-02-17,South Africa,Sri Lanka,Sri Lanka,Field,Normal,No,South Africa,88,0,HM Amla,SuperSport Park,S George,RA Kettleborough,RK Illingworth
953335,2015/16,NA,25-12-15,Afghanistan,Zimbabwe,Afghanistan,Bat,Normal,No,Afghanistan,49,0,Amir Hamza,Sharjah Cricket Stadium,VA Kulkarni,C Shamshuddin,AK Chaudhary
953337,2015/16,NA,29-12-15,Afghanistan,Zimbabwe,Zimbabwe,Bat,Normal,No,Afghanistan,0,4,Mohammad Shahzad,Sharjah Cricket Stadium,AK Chaudhary,C Shamshuddin,VA Kulkarni
953339,2015/16,NA,02-01-16,Afghanistan,Zimbabwe,Zimbabwe,Bat,Normal,No,Zimbabwe,117,0,H Masakadza,Sharjah Cricket Stadium,AK Chaudhary,VA Kulkarni,C Shamshuddin
953341,2015/16,NA,04-01-16,Afghanistan,Zimbabwe,Zimbabwe,Bat,Normal,No,Zimbabwe,65,0,CJ Chibhabha,Sharjah Cricket Stadium,VA Kulkarni,C Shamshuddin,AK Chaudhary
953343,2015/16,NA,06-01-16,Afghanistan,Zimbabwe,Zimbabwe,Bat,Normal,No,Afghanistan,0,2,Gulbadin Naib,Sharjah Cricket Stadium,AK Chaudhary,C Shamshuddin,VA Kulkarni
995457,2016,Colombo,21-08-16,Sri Lanka,Australia,Australia,Field,Normal,No,Australia,0,3,JP Faulkner,R Premadasa Stadium,Aleem Dar,REJ Martinesz,MA Gough
995459,2016,Colombo,24-08-16,Sri Lanka,Australia,Sri Lanka,Bat,Normal,No,Sri Lanka,82,0,AD Mathews,R Premadasa Stadium,MA Gough,RR Wimalasiri,Aleem Dar
995461,2016,NA,28-08-16,Sri Lanka,Australia,Sri Lanka,Bat,Normal,No,Australia,0,2,GJ Bailey,Rangiri Dambulla International Stadium,Aleem Dar,REJ Martinesz,MA Gough
995463,2016,NA,31-08-16,Sri Lanka,Australia,Sri Lanka,Bat,Normal,No,Australia,0,6,JW Hastings,Rangiri Dambulla International Stadium,MA Gough,RSA Palliyaguruge,Aleem Dar
995465,2016,NA,04-09-16,Sri Lanka,Australia,Sri Lanka,Bat,Normal,No,Australia,0,5,DA Warner,Pallekele International Cricket Stadium,Aleem Dar,RSA Palliyaguruge,MA Gough
997961,2016,Belfast,12-07-16,Ireland,Afghanistan,Ireland,Field,Normal,No,Afghanistan,39,0,NA,Civil Service Cricket Club,AJ Neill,IN Ramage,NA
997965,2016,Belfast,17-07-16,Ireland,Afghanistan,Afghanistan,Bat,Normal,No,Afghanistan,79,0,NA,Civil Service Cricket Club,AJ Neill,C Shamshuddin,NA
997967,2016,Belfast,19-07-16,Ireland,Afghanistan,Afghanistan,Field,Normal,No,Ireland,12,0,NA,Civil Service Cricket Club,R Black,C Shamshuddin,NA
997993,2016,Edinburgh,14-08-16,Scotland,United Arab Emirates,United Arab Emirates,Field,Normal,No,Scotland,98,0,NA,Grange Cricket Club Ground,DA Haggo,M Hawthorne,NA
997995,2016,Edinburgh,16-08-16,Scotland,United Arab Emirates,United Arab Emirates,Bat,Normal,No,Scotland,0,7,NA,Grange Cricket Club Ground,DA Haggo,M Hawthorne,NA
1000887,2016/17,Brisbane,13-01-17,Australia,Pakistan,Australia,Bat,Normal,No,Australia,92,0,MS Wade,Brisbane Cricket Ground,MD Martell,C Shamshuddin,CB Gaffaney
1000889,2016/17,NA,15-01-17,Australia,Pakistan,Australia,Bat,Normal,No,Pakistan,0,6,Mohammad Hafeez,Melbourne Cricket Ground,CB Gaffaney,P Wilson,C Shamshuddin
1000891,2016/17,Perth,19-01-17,Australia,Pakistan,Australia,Field,Normal,No,Australia,0,7,SPD Smith,Western Australia Cricket Association Ground,SD Fry,C Shamshuddin,CB Gaffaney
1000893,2016/17,NA,22-01-17,Australia,Pakistan,Australia,Bat,Normal,No,Australia,86,0,DA Warner,Sydney Cricket Ground,CB Gaffaney,MD Martell,C Shamshuddin
1000895,2016/17,NA,26-01-17,Australia,Pakistan,Australia,Bat,Normal,No,Australia,57,0,DA Warner,Adelaide Oval,SD Fry,C Shamshuddin,CB Gaffaney
1001371,2016/17,NA,04-12-16,Australia,New Zealand,Australia,Bat,Normal,No,Australia,68,0,SPD Smith,Sydney Cricket Ground,HDPK Dharmasena,MD Martell,P Wilson
1001373,2016/17,Canberra,06-12-16,Australia,New Zealand,New Zealand,Field,Normal,No,Australia,116,0,DA Warner,Manuka Oval,HDPK Dharmasena,P Wilson,NJ Llong
1001375,2016/17,NA,09-12-16,Australia,New Zealand,Australia,Bat,Normal,No,Australia,117,0,DA Warner,Melbourne Cricket Ground,NJ Llong,MD Martell,HDPK Dharmasena
1003271,2016,Edinburgh,04-07-16,Scotland,Afghanistan,Scotland,Field,Normal,No,NA,0,0,NA,Grange Cricket Club Ground,M Hawthorne,IN Ramage,NA
1003273,2016,Edinburgh,06-07-16,Scotland,Afghanistan,Afghanistan,Bat,D/L,Yes,Afghanistan,78,0,NA,Grange Cricket Club Ground,M Hawthorne,IN Ramage,NA
1004283,2016,Edinburgh,08-09-16,Scotland,Hong Kong,Hong Kong,Field,Normal,No,NA,0,0,NA,Grange Cricket Club Ground,GO Brathwaite,IN Ramage,NA
1004285,2016,Edinburgh,10-09-16,Scotland,Hong Kong,Scotland,Bat,Normal,No,Scotland,53,0,NA,Grange Cricket Club Ground,GO Brathwaite,IN Ramage,NA
1007649,2016,NA,11-06-16,Zimbabwe,India,India,Field,Normal,No,India,0,9,KL Rahul,Harare Sports Club,IJ Gould,RB Tiffin,TJ Matibiri
1007651,2016,NA,13-06-16,Zimbabwe,India,India,Field,Normal,No,India,0,8,YS Chahal,Harare Sports Club,IJ Gould,L Rusere,RB Tiffin
1007653,2016,NA,15-06-16,Zimbabwe,India,Zimbabwe,Bat,Normal,No,India,0,10,KL Rahul,Harare Sports Club,IJ Gould,TJ Matibiri,L Rusere
